request_d_clean,is_unit,unitAvailableDate_pst,FloorplanId,planAvailableUnits,planBathrooms,planBedrooms,planName,planSquareFeet,unitAvailableDate,unitBuildingNumber,unitDeposit,unitFloor,unitHasConcession,unitId,unitIsFeatured,unitMaxPrice,unitMinPrice,unitNumber,request_d,planImage,plan_row
2020-08-20,1,2020-08-27T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2165.0,1925.0,208,2020-08-20,false,1
2020-08-19,1,2020-08-27T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2165.0,1925.0,208,2020-08-19,false,2
2020-08-18,1,2020-08-27T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2165.0,1925.0,208,2020-08-18,false,3
2020-08-17,1,2020-08-27T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2195.0,1950.0,208,2020-08-17,false,4
2020-08-16,1,2020-08-27T22:00:00,1873535,13.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2195.0,1950.0,208,2020-08-16,false,5
2020-08-15,1,2020-08-27T22:00:00,1873535,13.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2195.0,1950.0,208,2020-08-15,false,6
2020-08-14,1,2020-08-27T22:00:00,1873535,14.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2195.0,1950.0,208,2020-08-14,false,7
2020-08-13,1,2020-08-27T22:00:00,1873535,14.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2195.0,1950.0,208,2020-08-13,false,8
2020-08-12,1,2020-08-27T22:00:00,1873535,15.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2195.0,1950.0,208,2020-08-12,false,9
2020-08-11,1,2020-08-27T22:00:00,1873535,15.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2195.0,1950.0,208,2020-08-11,false,10
2020-08-10,1,2020-08-27T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2200.0,1955.0,208,2020-08-10,false,11
2020-08-09,1,2020-08-27T22:00:00,1873535,13.0,1.0,0.0,Montgomery A,460.0,1598590800000,3,600.0,2.0,0.0,201,0.0,2205.0,1960.0,208,2020-08-09,false,12
2020-08-20,1,2020-09-15T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1600232400000,1,600.0,3.0,0.0,81,0.0,2215.0,1915.0,322,2020-08-20,false,1
2020-08-19,1,2020-09-15T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1600232400000,1,600.0,3.0,0.0,81,0.0,2215.0,1915.0,322,2020-08-19,false,2
2020-08-18,1,2020-09-15T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1600232400000,1,600.0,3.0,0.0,81,0.0,2215.0,1915.0,322,2020-08-18,false,3
2020-08-17,1,2020-09-15T22:00:00,1873535,12.0,1.0,0.0,Montgomery A,460.0,1600232400000,1,600.0,3.0,0.0,81,0.0,2250.0,1940.0,322,2020-08-17,false,4
2020-08-16,1,2020-09-15T22:00:00,1873535,13.0,1.0,0.0,Montgomery A,460.0,1600232400000,1,600.0,3.0,0.0,81,0.0,2250.0,1940.0,322,2020-08-16,false,5
2020-08-15,1,2020-09-15T22:00:00,1873535,13.0,1.0,0.0,Montgomery A,460.0,1600232400000,1,600.0,3.0,0.0,81,0.0,2250.0,1940.0,322,2020-08-15,false,6
2020-08-14,1,2020-09-15T22:00:00,1873535,14.0,1.0,0.0,Montgomery A,460.0,1600232400000,1,600.0,3.0,0.0,81,0.0,2250.0,1940.0,322,2020-08-14,false,7
2021-02-10,1,2021-01-31T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2610.0,1980.0,106,2021-02-10,false,1
2021-02-09,1,2021-01-31T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2610.0,1980.0,106,2021-02-09,false,2
2021-02-08,1,2021-01-31T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2780.0,2085.0,106,2021-02-08,false,3
2021-02-07,1,2021-01-31T22:00:00,9631159,10.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2780.0,2070.0,106,2021-02-07,false,4
2021-02-06,1,2021-01-31T22:00:00,9631159,10.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2780.0,2070.0,106,2021-02-06,false,5
2021-02-05,1,2021-01-31T22:00:00,9631159,10.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2780.0,2080.0,106,2021-02-05,false,6
2021-02-04,1,2021-01-31T22:00:00,9631159,10.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2780.0,2080.0,106,2021-02-04,false,7
2021-02-03,1,2021-01-31T22:00:00,9631159,10.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2780.0,2085.0,106,2021-02-03,false,8
2021-02-02,1,2021-01-31T22:00:00,9631159,10.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,2820.0,2085.0,106,2021-02-02,false,9
2021-02-01,1,2021-01-31T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1612159200000,3,600.0,1.0,0.0,177,0.0,3160.0,2015.0,106,2021-02-01,false,10
2021-01-31,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,3160.0,2135.0,106,2021-01-31,false,11
2021-01-30,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,3160.0,2130.0,106,2021-01-30,false,12
2021-01-29,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,3160.0,2130.0,106,2021-01-29,false,13
2021-01-28,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,3160.0,2015.0,106,2021-01-28,false,14
2021-01-27,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,3160.0,2015.0,106,2021-01-27,false,15
2021-01-26,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,2960.0,1930.0,106,2021-01-26,false,16
2021-01-25,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,2960.0,1930.0,106,2021-01-25,false,17
2021-01-24,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,2960.0,1930.0,106,2021-01-24,false,18
2021-01-23,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,2960.0,1930.0,106,2021-01-23,false,19
2021-01-22,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,2960.0,1930.0,106,2021-01-22,false,20
2021-01-21,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,2960.0,1930.0,106,2021-01-21,false,21
2021-01-20,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,2985.0,1940.0,106,2021-01-20,false,22
2021-01-18,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3065.0,1990.0,106,2021-01-18,false,23
2021-01-17,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3065.0,1990.0,106,2021-01-17,false,24
2021-01-16,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3065.0,1990.0,106,2021-01-16,false,25
2021-01-15,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3065.0,1990.0,106,2021-01-15,false,26
2021-01-14,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3065.0,1990.0,106,2021-01-14,false,27
2021-01-13,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3065.0,1990.0,106,2021-01-13,false,28
2021-01-12,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3065.0,1990.0,106,2021-01-12,false,29
2021-01-11,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3210.0,2055.0,106,2021-01-11,false,30
2021-01-10,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3210.0,2055.0,106,2021-01-10,false,31
2021-01-09,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3210.0,2055.0,106,2021-01-09,false,32
2021-01-08,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3210.0,2055.0,106,2021-01-08,false,33
2021-01-07,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3210.0,2055.0,106,2021-01-07,false,34
2021-01-06,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3210.0,2055.0,106,2021-01-06,false,35
2021-01-05,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3210.0,2055.0,106,2021-01-05,false,36
2021-01-04,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3000.0,1940.0,106,2021-01-04,false,37
2021-01-03,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3015.0,1940.0,106,2021-01-03,false,38
2021-01-02,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3015.0,1940.0,106,2021-01-02,false,39
2021-01-01,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3015.0,1940.0,106,2021-01-01,false,40
2020-12-31,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3015.0,1940.0,106,2020-12-31,false,41
2020-12-30,1,2021-01-20T22:00:00,9631159,7.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,3000.0,1940.0,106,2020-12-30,false,42
2020-12-29,1,2021-01-20T22:00:00,9631159,7.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,1.0,177,0.0,2920.0,1895.0,106,2020-12-29,false,43
2020-12-28,1,2021-01-20T22:00:00,9631159,7.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,3000.0,1940.0,106,2020-12-28,false,44
2020-12-27,1,2021-01-20T22:00:00,9631159,7.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2985.0,1940.0,106,2020-12-27,false,45
2020-12-26,1,2021-01-20T22:00:00,9631159,7.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2985.0,1940.0,106,2020-12-26,false,46
2020-12-25,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2985.0,1940.0,106,2020-12-25,false,47
2020-12-24,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2995.0,1940.0,106,2020-12-24,false,48
2020-12-23,1,2021-01-20T22:00:00,9631159,8.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2970.0,1945.0,106,2020-12-23,false,49
2020-12-22,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2960.0,1945.0,106,2020-12-22,false,50
2020-12-21,1,2021-01-20T22:00:00,9631159,9.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2760.0,1820.0,106,2020-12-21,false,51
2020-12-20,1,2021-01-20T22:00:00,9631159,11.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2740.0,1820.0,106,2020-12-20,false,52
2020-12-19,1,2021-01-20T22:00:00,9631159,11.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2725.0,1820.0,106,2020-12-19,false,53
2020-12-18,1,2021-01-20T22:00:00,9631159,11.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2745.0,1820.0,106,2020-12-18,false,54
2020-12-17,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2735.0,1820.0,106,2020-12-17,false,55
2020-12-16,1,2021-01-20T22:00:00,9631159,11.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2730.0,1820.0,106,2020-12-16,false,56
2020-12-15,1,2021-01-20T22:00:00,9631159,11.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2730.0,1820.0,106,2020-12-15,false,57
2020-12-14,1,2021-01-20T22:00:00,9631159,11.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2760.0,1865.0,106,2020-12-14,false,58
2020-12-13,1,2021-01-20T22:00:00,9631159,13.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2735.0,1865.0,106,2020-12-13,false,59
2020-12-12,1,2021-01-20T22:00:00,9631159,13.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2740.0,1865.0,106,2020-12-12,false,60
2020-12-11,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2750.0,1865.0,106,2020-12-11,false,61
2020-12-10,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2770.0,1865.0,106,2020-12-10,false,62
2020-12-09,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2785.0,1865.0,106,2020-12-09,false,63
2020-12-08,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2730.0,1820.0,106,2020-12-08,false,64
2020-12-07,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2770.0,1865.0,106,2020-12-07,false,65
2020-12-06,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2575.0,1865.0,106,2020-12-06,false,66
2020-12-05,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2585.0,1865.0,106,2020-12-05,false,67
2020-12-04,1,2021-01-20T22:00:00,9631159,12.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,2535.0,1865.0,106,2020-12-04,false,68
2020-12-03,1,2021-01-20T22:00:00,9631159,11.0,1.0,0.0,Montgomery A Re-imagined,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1805.0,1595.0,106,2020-12-03,false,69
2020-12-02,1,2021-01-20T22:00:00,1873535,17.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1825.0,1595.0,106,2020-12-02,false,70
2020-12-01,1,2021-01-20T22:00:00,1873535,16.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1885.0,1595.0,106,2020-12-01,false,71
2020-11-30,1,2021-01-20T22:00:00,1873535,18.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1800.0,1570.0,106,2020-11-30,false,72
2020-11-29,1,2021-01-20T22:00:00,1873535,20.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1775.0,1570.0,106,2020-11-29,false,73
2020-11-28,1,2021-01-20T22:00:00,1873535,19.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1775.0,1570.0,106,2020-11-28,false,74
2020-11-27,1,2021-01-20T22:00:00,1873535,19.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1775.0,1570.0,106,2020-11-27,false,75
2020-11-26,1,2021-01-20T22:00:00,1873535,19.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1775.0,1570.0,106,2020-11-26,false,76
2020-11-25,1,2021-01-20T22:00:00,1873535,19.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1775.0,1570.0,106,2020-11-25,false,77
2020-11-24,1,2021-01-20T22:00:00,1873535,21.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1775.0,1570.0,106,2020-11-24,false,78
2020-11-23,1,2021-01-20T22:00:00,1873535,24.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1580.0,1395.0,106,2020-11-23,false,79
2020-11-22,1,2021-01-20T22:00:00,1873535,26.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1580.0,1395.0,106,2020-11-22,false,80
2020-11-21,1,2021-01-20T22:00:00,1873535,27.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1580.0,1395.0,106,2020-11-21,false,81
2020-11-20,1,2021-01-20T22:00:00,1873535,27.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1580.0,1395.0,106,2020-11-20,false,82
2020-11-19,1,2021-01-20T22:00:00,1873535,30.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1580.0,1395.0,106,2020-11-19,false,83
2020-11-18,1,2021-01-20T22:00:00,1873535,31.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1580.0,1395.0,106,2020-11-18,false,84
2020-11-17,1,2021-01-20T22:00:00,1873535,31.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1655.0,1475.0,106,2020-11-17,false,85
2020-11-16,1,2021-01-20T22:00:00,1873535,31.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1520.0,106,2020-11-16,false,86
2020-11-15,1,2021-01-20T22:00:00,1873535,32.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1520.0,106,2020-11-15,false,87
2020-11-14,1,2021-01-20T22:00:00,1873535,32.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1520.0,106,2020-11-14,false,88
2020-11-13,1,2021-01-20T22:00:00,1873535,29.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1690.0,1520.0,106,2020-11-13,false,89
2020-11-12,1,2021-01-20T22:00:00,1873535,28.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1690.0,1520.0,106,2020-11-12,false,90
2020-11-11,1,2021-01-20T22:00:00,1873535,30.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1690.0,1520.0,106,2020-11-11,false,91
2020-11-10,1,2021-01-20T22:00:00,1873535,31.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1690.0,1520.0,106,2020-11-10,false,92
2020-11-09,1,2021-01-20T22:00:00,1873535,32.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1540.0,106,2020-11-09,false,93
2020-11-08,1,2021-01-20T22:00:00,1873535,30.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1540.0,106,2020-11-08,false,94
2020-11-07,1,2021-01-20T22:00:00,1873535,30.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1540.0,106,2020-11-07,false,95
2020-11-06,1,2021-01-20T22:00:00,1873535,31.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1540.0,106,2020-11-06,false,96
2020-11-05,1,2021-01-20T22:00:00,1873535,30.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1540.0,106,2020-11-05,false,97
2020-11-04,1,2021-01-20T22:00:00,1873535,29.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1540.0,106,2020-11-04,false,98
2020-11-03,1,2021-01-20T22:00:00,1873535,33.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1715.0,1540.0,106,2020-11-03,false,99
2020-11-02,1,2021-01-20T22:00:00,1873535,33.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1740.0,1560.0,106,2020-11-02,false,100
2020-11-01,1,2021-01-20T22:00:00,1873535,33.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1740.0,1560.0,106,2020-11-01,false,101
2020-10-31,1,2021-01-20T22:00:00,1873535,33.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1740.0,1560.0,106,2020-10-31,false,102
2020-10-30,1,2021-01-20T22:00:00,1873535,33.0,1.0,0.0,Montgomery A,460.0,1611208800000,3,600.0,1.0,0.0,177,0.0,1740.0,1560.0,106,2020-10-30,false,103
2021-02-10,1,2021-05-06T22:00:00,9631169,2.0,1.0,1.0,Union S Re-imagined,658.0,1620363600000,9,800.0,2.0,0.0,775,0.0,3475.0,2705.0,213,2021-02-10,false,1
2021-02-09,1,2021-05-06T22:00:00,9631169,2.0,1.0,1.0,Union S Re-imagined,658.0,1620363600000,9,800.0,2.0,0.0,775,0.0,3475.0,2705.0,213,2021-02-09,false,2
2021-02-08,1,2021-05-06T22:00:00,9631169,2.0,1.0,1.0,Union S Re-imagined,658.0,1620363600000,9,800.0,2.0,0.0,775,0.0,3255.0,2170.0,213,2021-02-08,false,3
2021-02-07,1,2021-05-06T22:00:00,1873539,1.0,1.0,1.0,1S,658.0,1620363600000,9,800.0,2.0,0.0,775,0.0,3255.0,2165.0,213,2021-02-07,false,4
2021-02-06,1,2021-05-06T22:00:00,1873539,2.0,1.0,1.0,1S,658.0,1620363600000,9,800.0,2.0,0.0,775,0.0,3255.0,2165.0,213,2021-02-06,false,5
2020-12-30,1,2021-01-29T22:00:00,1873545,5.0,1.0,1.0,California C,636.0,1611986400000,2,800.0,1.0,0.0,122,0.0,2870.0,1850.0,103,2020-12-30,false,1
2020-12-29,1,2021-01-29T22:00:00,1873545,6.0,1.0,1.0,California C,636.0,1611986400000,2,800.0,1.0,0.0,122,0.0,2940.0,1855.0,103,2020-12-29,false,2
2021-01-28,1,2021-02-12T22:00:00,1873545,10.0,1.0,1.0,California C,636.0,1613196000000,6,800.0,4.0,1.0,563,0.0,3385.0,2225.0,413,2021-01-28,false,1
2021-01-27,1,2021-02-12T22:00:00,1873545,9.0,1.0,1.0,California C,636.0,1613196000000,6,800.0,4.0,1.0,563,0.0,3385.0,2155.0,413,2021-01-27,false,2
2021-01-26,1,2021-02-12T22:00:00,1873545,9.0,1.0,1.0,California C,636.0,1613196000000,6,800.0,4.0,0.0,563,0.0,3419.0,2165.0,413,2021-01-26,false,3
2021-01-25,1,2021-01-29T22:00:00,1873545,8.0,1.0,1.0,California C,636.0,1611986400000,6,800.0,4.0,0.0,563,0.0,3360.0,2145.0,413,2021-01-25,false,4
2021-01-24,1,2021-01-29T22:00:00,1873545,8.0,1.0,1.0,California C,636.0,1611986400000,6,800.0,4.0,0.0,563,0.0,3360.0,2145.0,413,2021-01-24,false,5
2021-01-23,1,2021-01-29T22:00:00,1873545,8.0,1.0,1.0,California C,636.0,1611986400000,6,800.0,4.0,0.0,563,0.0,3360.0,2145.0,413,2021-01-23,false,6
2021-01-22,1,2021-01-29T22:00:00,1873545,8.0,1.0,1.0,California C,636.0,1611986400000,6,800.0,4.0,0.0,563,0.0,3360.0,2145.0,413,2021-01-22,false,7
2021-01-21,1,2021-01-29T22:00:00,1873545,8.0,1.0,1.0,California C,636.0,1611986400000,6,800.0,4.0,0.0,563,0.0,3360.0,2155.0,413,2021-01-21,false,8
